"title","Start Date","End Date","body","quarter","building","room","sponsor","promote","nid","created","repeat"
"Evergreen Warriors Volleyball and Basketball Night","2015-02-18 02:30:00 to 2015-02-18 05:00:00","2015-02-18 02:30:00 to 2015-02-18 05:00:00","<p>Interest meeting, sporting event, community building. </p> <p>This event is sponsored by the club The Evergreen Warriors. This event is open to registered students.</p>","","","CRC Gym","","No","1183","2015-10-06T14:28:17-07:00","<span class=""date-display-single"">Tuesday, February 17, 2015 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2015-02-17T18:30:00-08:00"">6:30 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2015-02-17T21:00:00-08:00"">9:00 pm</span></span></span>"
"Day of Action at the State Capitol","2015-02-18 16:30:00 to 2015-02-18 22:30:00","2015-02-18 16:30:00 to 2015-02-18 22:30:00","<p>The Geoduck Student Union is hosting a day of action at the State Capitol. Students wishing to meet with legislators can gather at the Red Square Bus Loop at 8:30am for free transportation.</p>","","","","","No","1190","2015-10-06T14:28:17-07:00","<span class=""date-display-single"">Wednesday, February 18, 2015 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2015-02-18T08:30:00-08:00"">8:30 am</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2015-02-18T14:30:00-08:00"">2:30 pm</span></span></span>"
"Art Lecture Series: MK Guth","2015-02-18 19:30:00 to 2015-02-18 21:00:00","2015-02-18 19:30:00 to 2015-02-18 21:00:00","<p>The Art Lecture Series takes place in Lecture Hall 1 at the Evergreen State College in Olympia, WA, 4-5 Wednesdays per quarter, from 11:30-1:00 pm. Free to the public, Evergreen’s visual arts programs offer an opportunity to hear local, national and international interdisciplinary artists speak about their work.</p> <p>Additional information is available at <a href=""http://blogs.evergreen.edu/artistlectureseries"">http://blogs.evergreen.edu/artistlectureseries</a>.</p>","","","The Evergreen State College, Olympia - Lecture Hall 1","","No","792","2015-10-06T14:14:04-07:00","<span class=""date-display-single"">Wednesday, February 18, 2015 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2015-02-18T11:30:00-08:00"">11:30 am</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2015-02-18T13:00:00-08:00"">1:00 pm</span></span></span>"
"Tie Dye Fundraiser","2015-02-18 21:00:00 to 2015-02-18 23:30:00","2015-02-18 21:00:00 to 2015-02-18 23:30:00","<p>Chemistry And Other Sciences (ChAOS) is fundraising for their annual trip to the American Chemistry Society Conference. Join them on Red Square by bringing an article of fabric to be tie-dyed! Some items will be available for purchase as well.</p>","","","Red Square, Olympia, WA 98505, United States","","No","1189","2015-10-06T14:28:17-07:00","<span class=""date-display-single"">Wednesday, February 18, 2015 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2015-02-18T13:00:00-08:00"">1:00 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2015-02-18T15:30:00-08:00"">3:30 pm</span></span></span>"
"Study Abroad General Information Sessions","2015-02-18 23:00:00 to 2015-02-19 00:00:00","2015-02-18 23:00:00 to 2015-02-19 00:00:00","","","","SEM II E2109","","No","1357","2015-10-06T14:38:43-07:00","<span class=""date-display-single"">Wednesday, February 18, 2015 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2015-02-18T15:00:00-08:00"">3:00 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2015-02-18T16:00:00-08:00"">4:00 pm</span></span></span>"
"Supporting Survivors of Sexual Assault: Advocacy 101","2015-02-18 23:00:00 to 2015-02-19 02:00:00","2015-02-18 23:00:00 to 2015-02-19 02:00:00","<p>This workshop provides an introduction to the skills involved in becoming an advocate for survivors of sexual assault and domestic/intimate partner violence. </p> <p>This event is sponsored by the Coalition Against Sexual Violence. This event is open to the public.</p>","","","Sem 2 C4107","","No","1191","2015-10-06T14:28:17-07:00","<span class=""date-display-single"">Wednesday, February 18, 2015 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2015-02-18T15:00:00-08:00"">3:00 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2015-02-18T18:00:00-08:00"">6:00 pm</span></span></span>"
"Faculty Meeting - Additional","2015-02-18 23:00:00 to 2015-02-19 01:00:00","2015-02-18 23:00:00 to 2015-02-19 01:00:00","","","","SEM II B1105","","No","641","2015-10-06T13:37:27-07:00","<span class=""date-display-single"">Wednesday, February 18, 2015 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2015-02-18T15:00:00-08:00"">3:00 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2015-02-18T17:00:00-08:00"">5:00 pm</span></span></span>"
"An Info Session on Cultivating Voice","2015-02-19 00:00:00 to 2015-02-19 01:00:00","2015-02-19 00:00:00 to 2015-02-19 01:00:00","<p>Students interested in becoming a peer tutor at the Writing Center are required to take a two-credit course, Cultivating Voice: A Writing Tutor's Craft, offered every Spring. Students interested in taking this course are strongly encouraged to attend our Winter Quarter info-session, where you'll get a taste of what the class entails, have the opportunity to ask questions, and recieve your application to apply for the class.</p> <p>This info session will be offered on February 18th & 19th, from 4-5pm, in LIB 1005.</p> <p>Cultivating Voice combines readings, reflective writing, seminar, and a practicum to prepare students to become peer tutors in the Writing Centers. In seminar, students explore tutoring theories, examine the role of a peer tutor and develop effective tutoring practices. In the practicum, students will observe peer tutoring and graduate to supervised tutoring. The course also will address racial and social justice in serving and working with a diverse group. Students considering graduate school in related fields like education, creative writing, and literature will benefit from this training. Please refer to the Academic Catalog﻿ for the current academic year for more information.</p>","","","The Evergeen State College, Olympia, WA - Library 1005","","No","866","2015-10-06T14:17:14-07:00","<span class=""date-display-single"">Wednesday, February 18, 2015 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2015-02-18T16:00:00-08:00"">4:00 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2015-02-18T17:00:00-08:00"">5:00 pm</span></span></span>"
"RAD Sustainability Sculpture Contest (HCC)","2015-02-19 17:00:00 to 2015-02-20 07:00:00","2015-02-19 17:00:00 to 2015-02-20 07:00:00","","","","","","No","975","2015-10-06T14:23:47-07:00","<span class=""date-display-single"">Thursday, February 19, 2015 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2015-02-19T09:00:00-08:00"">9:00 am</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2015-02-19T23:00:00-08:00"">11:00 pm</span></span></span>"
"An Info Session on Cultivating Voice","2015-02-20 00:00:00 to 2015-02-20 01:00:00","2015-02-20 00:00:00 to 2015-02-20 01:00:00","<p>Students interested in becoming a peer tutor at the Writing Center are required to take a two-credit course, Cultivating Voice: A Writing Tutor's Craft, offered every Spring. Students interested in taking this course are strongly encouraged to attend our Winter Quarter info-session, where you'll get a taste of what the class entails, have the opportunity to ask questions, and recieve your application to apply for the class.</p> <p>This info session will be offered on February 18th & 19th, from 4-5pm, in LIB 1005.</p> <p>Cultivating Voice combines readings, reflective writing, seminar, and a practicum to prepare students to become peer tutors in the Writing Centers. In seminar, students explore tutoring theories, examine the role of a peer tutor and develop effective tutoring practices. In the practicum, students will observe peer tutoring and graduate to supervised tutoring. The course also will address racial and social justice in serving and working with a diverse group. Students considering graduate school in related fields like education, creative writing, and literature will benefit from this training. Please refer to the Academic Catalog﻿ for the current academic year for more information.</p>","","","The Evergreen State College, Olympia, WA - Library 1005","","No","867","2015-10-06T14:17:14-07:00","<span class=""date-display-single"">Thursday, February 19, 2015 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2015-02-19T16:00:00-08:00"">4:00 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2015-02-19T17:00:00-08:00"">5:00 pm</span></span></span>"
"Volunteering How & Why","2015-02-20 02:00:00 to 2015-02-20 03:30:00","2015-02-20 02:00:00 to 2015-02-20 03:30:00","<p>The Geoduck Student Union is sponsoring a presentation on the 'hows & whys of volunteering. Speakers will include local volunteer managers.</p>","","","SEM 2 C1107","","No","1177","2015-10-06T14:28:17-07:00","<span class=""date-display-single"">Thursday, February 19, 2015 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2015-02-19T18:00:00-08:00"">6:00 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2015-02-19T19:30:00-08:00"">7:30 pm</span></span></span>"
"South Asian Radical History - Unity Lounge After Hours Workshop","2015-02-20 02:00:00 to 2015-02-20 04:00:00","2015-02-20 02:00:00 to 2015-02-20 04:00:00","<p>sponsored by First Peoples Multicultural Advising Services</p>","","","The Unity Lounge - LIB 2147","","No","1343","2015-10-06T14:38:43-07:00","<span class=""date-display-single"">Thursday, February 19, 2015 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2015-02-19T18:00:00-08:00"">6:00 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2015-02-19T20:00:00-08:00"">8:00 pm</span></span></span>"
"Book to Prisoners: History and Volunteer Training","2015-02-21 00:00:00 to 2015-02-21 02:00:00","2015-02-21 00:00:00 to 2015-02-21 02:00:00","<p>The non-profit organization, Books to Prisoners will lead a workshop that talks about mass incarceration and includes the reading of letters from prisoners describing their experiences. Books to Prisoners will then talk about the history of the organization, how its work challenges the prison system, and provides direct aid to prisoners. This will be followed by a volunteer training session.</p>","","","SEM II E1105","","No","1212","2015-10-06T14:28:17-07:00","<span class=""date-display-single"">Friday, February 20, 2015 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2015-02-20T16:00:00-08:00"">4:00 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2015-02-20T18:00:00-08:00"">6:00 pm</span></span></span>"
"Volunteering How and Why","2015-02-21 01:00:00 to 2015-02-21 03:30:00","2015-02-21 01:00:00 to 2015-02-21 03:30:00","<p>The Geoduck Student Union (GSU) presents a workshop and lecture on volunteering: why its important, how it works, and what people can expect when volunteering or setting up goals to volunteer.</p>","","","Sem 2 A 1105","","No","1187","2015-10-06T14:28:17-07:00","<span class=""date-display-single"">Friday, February 20, 2015 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2015-02-20T17:00:00-08:00"">5:00 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2015-02-20T19:30:00-08:00"">7:30 pm</span></span></span>"
"Women's Basketball vs. College of Idaho","2015-02-21 01:30:00 to 2015-02-21 03:30:00","2015-02-21 01:30:00 to 2015-02-21 03:30:00","","","","CRC Gymnasium","","No","1005","2015-10-06T14:26:34-07:00","<span class=""date-display-single"">Friday, February 20, 2015 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2015-02-20T17:30:00-08:00"">5:30 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2015-02-20T19:30:00-08:00"">7:30 pm</span></span></span>"
"Tai Ji Lunar New Year","2015-02-21 03:00:00 to 2015-02-21 05:30:00","2015-02-21 03:00:00 to 2015-02-21 05:30:00","<p>The Wonder Collective presents a two and a half day immersion into the essence of Tai Ji, cross-cultural studies, several eastern philosophies, calligraphy, and much more!</p>","","","Longhouse","","No","1188","2015-10-06T14:28:17-07:00","<span class=""date-display-single"">Friday, February 20, 2015 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2015-02-20T19:00:00-08:00"">7:00 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2015-02-20T21:30:00-08:00"">9:30 pm</span></span></span>"
"Men's Basketball vs. College of Idaho","2015-02-21 03:30:00 to 2015-02-21 05:30:00","2015-02-21 03:30:00 to 2015-02-21 05:30:00","","","","CRC Gymnasium","","No","1004","2015-10-06T14:26:34-07:00","<span class=""date-display-single"">Friday, February 20, 2015 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2015-02-20T19:30:00-08:00"">7:30 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2015-02-20T21:30:00-08:00"">9:30 pm</span></span></span>"
